time,total_AbsAbun,Shannon,BrayCurtis,BrayCurtis_delta_t,kld,jsd
335.3,46.8487,1.59272,1.46833e-14,1.1849e-17,-8.65606e-12,-8.65611e-12
335.4,46.8487,1.59272,1.45648e-14,1.1849e-17,-8.65632e-12,-8.65614e-12
335.5,46.8487,1.59272,1.44463e-14,1.1849e-17,-8.65604e-12,-8.65629e-12
335.6,46.8487,1.59272,1.43278e-14,1.1849e-17,-8.65634e-12,-8.65616e-12
335.7,46.8487,1.59272,1.42093e-14,1.1849e-17,-8.65607e-12,-8.6561e-12
335.8,46.8487,1.59272,1.40909e-14,1.1849e-17,-8.65631e-12,-8.65616e-12
335.9,46.8487,1.59272,1.39724e-14,1.1849e-17,-8.65612e-12,-8.65627e-12
336,46.8487,1.59272,1.38539e-14,1.1849e-17,-8.65606e-12,-8.65609e-12
336.1,46.8487,1.59272,1.37354e-14,1.1849e-17,-8.65633e-12,-8.65615e-12
336.2,46.8487,1.59272,1.36169e-14,1.1849e-17,-8.65602e-12,-8.65628e-12
336.3,46.8487,1.59272,1.34984e-14,1.1849e-17,-8.65634e-12,-8.65616e-12
336.4,46.8487,1.59272,1.33799e-14,1.1849e-17,-8.65607e-12,-8.65612e-12
336.5,46.8487,1.59272,1.32614e-14,1.1849e-17,-8.65633e-12,-8.65617e-12
336.6,46.8487,1.59272,1.31429e-14,1.1849e-17,-8.65602e-12,-8.65624e-12
336.7,46.8487,1.59272,1.30244e-14,1.1849e-17,-8.65612e-12,-8.65611e-12
336.8,46.8487,1.59272,1.2906e-14,1.1849e-17,-8.65633e-12,-8.65617e-12
336.9,46.8487,1.59272,1.27875e-14,1.1849e-17,-8.65607e-12,-8.65623e-12
337,46.8487,1.59272,1.2669e-14,1.1849e-17,-8.65631e-12,-8.65618e-12
337.1,46.8487,1.59272,1.25505e-14,1.1849e-17,-8.65607e-12,-8.6561e-12
337.2,46.8487,1.59272,1.2432e-14,1.1849e-17,-8.65633e-12,-8.65615e-12
337.3,46.8487,1.59272,1.23135e-14,1.1849e-17,-8.65606e-12,-8.65629e-12
337.4,46.8487,1.59272,1.22045e-14,9.47922e-18,-8.65635e-12,-8.65613e-12
337.5,46.8487,1.59272,1.21097e-14,9.47922e-18,-8.656e-12,-8.65622e-12
337.6,46.8487,1.59272,1.20149e-14,9.47922e-18,-8.65614e-12,-8.65608e-12
337.7,46.8487,1.59272,1.19201e-14,9.47922e-18,-8.65641e-12,-8.65616e-12
337.8,46.8487,1.59272,1.18253e-14,9.47922e-18,-8.65613e-12,-8.65629e-12
337.9,46.8487,1.59272,1.17305e-14,9.47922e-18,-8.65606e-12,-8.6561e-12
338,46.8487,1.59272,1.16357e-14,9.47922e-18,-8.65614e-12,-8.65624e-12
338.1,46.8487,1.59272,1.15409e-14,9.47922e-18,-8.6564e-12,-8.65616e-12
338.2,46.8487,1.59272,1.14462e-14,9.47922e-18,-8.65613e-12,-8.65613e-12
338.3,46.8487,1.59272,1.13514e-14,9.47922e-18,-8.65614e-12,-8.65624e-12
338.4,46.8487,1.59272,1.12566e-14,9.47922e-18,-8.65611e-12,-8.65612e-12
338.5,46.8487,1.59272,1.11618e-14,9.47922e-18,-8.65616e-12,-8.65625e-12
338.6,46.8487,1.59272,1.1067e-14,9.47922e-18,-8.65614e-12,-8.65613e-12
338.7,46.8487,1.59272,1.09722e-14,9.47922e-18,-8.65613e-12,-8.65624e-12
338.8,46.8487,1.59272,1.08774e-14,9.47922e-18,-8.65611e-12,-8.65612e-12
338.9,46.8487,1.59272,1.07826e-14,9.47922e-18,-8.65639e-12,-8.65614e-12
339,46.8487,1.59272,1.06878e-14,9.47922e-18,-8.65614e-12,-8.6563e-12
339.1,46.8487,1.59272,1.0593e-14,9.47922e-18,-8.65614e-12,-8.65607e-12
339.2,46.8487,1.59272,1.04982e-14,9.47922e-18,-8.6561e-12,-8.65629e-12
339.3,46.8487,1.59272,1.04034e-14,9.47922e-18,-8.65641e-12,-8.65617e-12
339.4,46.8487,1.59272,1.03086e-14,9.47922e-18,-8.65614e-12,-8.6561e-12
339.5,46.8487,1.59272,1.02139e-14,9.47922e-18,-8.65609e-12,-8.65625e-12
339.6,46.8487,1.59272,1.01191e-14,9.47922e-18,-8.656e-12,-8.65623e-12
339.7,46.8487,1.59272,1.00243e-14,9.47922e-18,-8.6564e-12,-8.65616e-12
339.8,46.8487,1.59272,9.92948e-15,9.47922e-18,-8.65614e-12,-8.6561e-12
339.9,46.8487,1.59272,9.83469e-15,9.47922e-18,-8.65614e-12,-8.65627e-12
340,46.8487,1.59272,9.7399e-15,9.47922e-18,-8.65609e-12,-8.65611e-12
340.1,46.8487,1.59272,9.6451e-15,9.47922e-18,-8.6564e-12,-8.65615e-12
340.2,46.8487,1.59272,9.55031e-15,9.47922e-18,-8.65613e-12,-8.65626e-12
340.3,46.8487,1.59272,9.46974e-15,7.10941e-18,-8.65617e-12,-8.65612e-12
340.4,46.8487,1.59272,9.39864e-15,7.10941e-18,-8.6562e-12,-8.65626e-12
340.5,46.8487,1.59272,9.32755e-15,7.10941e-18,-8.65618e-12,-8.65612e-12
340.6,46.8487,1.59272,9.25646e-15,7.10941e-18,-8.65615e-12,-8.65625e-12
340.7,46.8487,1.59272,9.18536e-15,7.10941e-18,-8.6561e-12,-8.6562e-12
340.8,46.8487,1.59272,9.11427e-15,7.10941e-18,-8.6562e-12,-8.65611e-12
340.9,46.8487,1.59272,9.04317e-15,7.10941e-18,-8.6562e-12,-8.65626e-12
341,46.8487,1.59272,8.97208e-15,7.10941e-18,-8.65618e-12,-8.65613e-12
341.1,46.8487,1.59272,8.90099e-15,7.10941e-18,-8.656e-12,-8.65621e-12
341.2,46.8487,1.59272,8.82989e-15,7.10941e-18,-8.6562e-12,-8.65623e-12
341.3,46.8487,1.59272,8.7588e-15,7.10941e-18,-8.65615e-12,-8.65611e-12
341.4,46.8487,1.59272,8.6877e-15,7.10941e-18,-8.6562e-12,-8.65627e-12
341.5,46.8487,1.59272,8.61661e-15,7.10941e-18,-8.6562e-12,-8.6561e-12
341.6,46.8487,1.59272,8.54552e-15,7.10941e-18,-8.65618e-12,-8.65628e-12
341.7,46.8487,1.59272,8.47442e-15,7.10941e-18,-8.6562e-12,-8.65607e-12
341.8,46.8487,1.59272,8.40333e-15,7.10941e-18,-8.6562e-12,-8.6563e-12
341.9,46.8487,1.59272,8.33223e-15,7.10941e-18,-8.6562e-12,-8.65607e-12
342,46.8487,1.59272,8.26114e-15,7.10941e-18,-8.65615e-12,-8.65627e-12
342.1,46.8487,1.59272,8.19004e-15,7.10941e-18,-8.65606e-12,-8.65623e-12
342.2,46.8487,1.59272,8.11895e-15,7.10941e-18,-8.6562e-12,-8.65607e-12
342.3,46.8487,1.59272,8.04786e-15,7.10941e-18,-8.6562e-12,-8.6563e-12
342.4,46.8487,1.59272,7.97676e-15,7.10941e-18,-8.65621e-12,-8.65607e-12
342.5,46.8487,1.59272,7.90567e-15,7.10941e-18,-8.6562e-12,-8.6563e-12
342.6,46.8487,1.59272,7.83457e-15,7.10941e-18,-8.656e-12,-8.65621e-12
342.7,46.8487,1.59272,7.76348e-15,7.10941e-18,-8.65615e-12,-8.65608e-12
342.8,46.8487,1.59272,7.69239e-15,7.10941e-18,-8.65618e-12,-8.65625e-12
342.9,46.8487,1.59272,7.62129e-15,7.10941e-18,-8.6562e-12,-8.65613e-12
343,46.8487,1.59272,7.5502e-15,7.10941e-18,-8.6562e-12,-8.65623e-12
343.1,46.8487,1.59272,7.4791e-15,7.10941e-18,-8.6562e-12,-8.65613e-12
343.2,46.8487,1.59272,7.40801e-15,7.10941e-18,-8.6562e-12,-8.65624e-12
343.3,46.8487,1.59272,7.33691e-15,7.10941e-18,-8.65613e-12,-8.6561e-12
343.4,46.8487,1.59272,7.26582e-15,7.10941e-18,-8.6562e-12,-8.65629e-12
343.5,46.8487,1.59272,7.19473e-15,7.10941e-18,-8.65609e-12,-8.65618e-12
343.6,46.8487,1.59272,7.12363e-15,7.10941e-18,-8.6562e-12,-8.65613e-12
343.7,46.8487,1.59272,7.05254e-15,7.10941e-18,-8.6562e-12,-8.65624e-12
343.8,46.8487,1.59272,6.98144e-15,7.10941e-18,-8.65618e-12,-8.65612e-12
343.9,46.8487,1.59272,6.91035e-15,7.10941e-18,-8.6562e-12,-8.65626e-12
344,46.8487,1.59272,6.83926e-15,7.10941e-18,-8.65615e-12,-8.65608e-12
344.1,46.8487,1.59272,6.77527e-15,4.73961e-18,-8.65602e-12,-8.65621e-12
344.2,46.8487,1.59272,6.72788e-15,4.73961e-18,-8.65627e-12,-8.6563e-12
344.3,46.8487,1.59272,6.68048e-15,4.73961e-18,-8.65627e-12,-8.65607e-12
344.4,46.8487,1.59272,6.63308e-15,4.73961e-18,-8.65607e-12,-8.65621e-12
344.5,46.8487,1.59272,6.58569e-15,4.73961e-18,-8.65624e-12,-8.65628e-12
344.6,46.8487,1.59272,6.53829e-15,4.73961e-18,-8.65627e-12,-8.6561e-12
344.7,46.8487,1.59272,6.49089e-15,4.73961e-18,-8.65607e-12,-8.65621e-12
344.8,46.8487,1.59272,6.4435e-15,4.73961e-18,-8.65627e-12,-8.65627e-12
344.9,46.8487,1.59272,6.3961e-15,4.73961e-18,-8.65607e-12,-8.65621e-12
345,46.8487,1.59272,6.34871e-15,4.73961e-18,-8.65622e-12,-8.65611e-12
345.1,46.8487,1.59272,6.30131e-15,4.73961e-18,-8.65616e-12,-8.65618e-12
345.2,46.8487,1.59272,6.25391e-15,4.73961e-18,-8.65607e-12,-8.65621e-12
345.3,46.8487,1.59272,6.20652e-15,4.73961e-18,-8.65627e-12,-8.6563e-12
345.4,46.8487,1.59272,6.15912e-15,4.73961e-18,-8.65624e-12,-8.65608e-12
345.5,46.8487,1.59272,6.11173e-15,4.73961e-18,-8.65607e-12,-8.65621e-12
345.6,46.8487,1.59272,6.06433e-15,4.73961e-18,-8.65627e-12,-8.65627e-12
345.7,46.8487,1.59272,6.01693e-15,4.73961e-18,-8.65607e-12,-8.65621e-12
345.8,46.8487,1.59272,5.96954e-15,4.73961e-18,-8.65627e-12,-8.6561e-12
345.9,46.8487,1.59272,5.92214e-15,4.73961e-18,-8.65627e-12,-8.65627e-12
346,46.8487,1.59272,5.87475e-15,4.73961e-18,-8.65607e-12,-8.65621e-12
346.1,46.8487,1.59272,5.82735e-15,4.73961e-18,-8.65622e-12,-8.65611e-12
346.2,46.8487,1.59272,5.77995e-15,4.73961e-18,-8.65624e-12,-8.65625e-12
346.3,46.8487,1.59272,5.73256e-15,4.73961e-18,-8.65607e-12,-8.65621e-12
346.4,46.8487,1.59272,5.68516e-15,4.73961e-18,-8.65627e-12,-8.65611e-12
346.5,46.8487,1.59272,5.63776e-15,4.73961e-18,-8.65607e-12,-8.65621e-12
346.6,46.8487,1.59272,5.59037e-15,4.73961e-18,-8.65627e-12,-8.65626e-12
346.7,46.8487,1.59272,5.54297e-15,4.73961e-18,-8.65627e-12,-8.65611e-12
346.8,46.8487,1.59272,5.49558e-15,4.73961e-18,-8.65607e-12,-8.65621e-12
346.9,46.8487,1.59272,5.44818e-15,4.73961e-18,-8.65627e-12,-8.65626e-12
347,46.8487,1.59272,5.40078e-15,4.73961e-18,-8.6562e-12,-8.65609e-12
347.1,46.8487,1.59272,5.35339e-15,4.73961e-18,-8.65607e-12,-8.65621e-12
347.2,46.8487,1.59272,5.30599e-15,4.73961e-18,-8.65616e-12,-8.65622e-12
347.3,46.8487,1.59272,5.2586e-15,4.73961e-18,-8.65607e-12,-8.65621e-12
347.4,46.8487,1.59272,5.2112e-15,4.73961e-18,-8.65627e-12,-8.65626e-12
347.5,46.8487,1.59272,5.1638e-15,4.73961e-18,-8.65627e-12,-8.65611e-12
347.6,46.8487,1.59272,5.11641e-15,4.73961e-18,-8.65607e-12,-8.65621e-12
347.7,46.8487,1.59272,5.06901e-15,4.73961e-18,-8.65627e-12,-8.65626e-12
347.8,46.8487,1.59272,5.02162e-15,4.73961e-18,-8.65624e-12,-8.65612e-12
347.9,46.8487,1.59272,4.97422e-15,4.73961e-18,-8.65607e-12,-8.65621e-12
348,46.8487,1.59272,4.92682e-15,4.73961e-18,-8.65627e-12,-8.65623e-12
348.1,46.8487,1.59272,4.87943e-15,4.73961e-18,-8.65607e-12,-8.65621e-12
348.2,46.8487,1.59272,4.83203e-15,4.73961e-18,-8.65622e-12,-8.65611e-12
348.3,46.8487,1.59272,4.78464e-15,4.73961e-18,-8.65627e-12,-8.65627e-12
348.4,46.8487,1.59272,4.73724e-15,4.73961e-18,-8.65607e-12,-8.65621e-12
348.5,46.8487,1.59272,4.68984e-15,4.73961e-18,-8.65627e-12,-8.6561e-12
348.6,46.8487,1.59272,4.64245e-15,4.73961e-18,-8.65627e-12,-8.65627e-12
348.7,46.8487,1.59272,4.59505e-15,4.73961e-18,-8.65607e-12,-8.65621e-12
348.8,46.8487,1.59272,4.54765e-15,4.73961e-18,-8.65625e-12,-8.65608e-12
348.9,46.8487,1.59272,4.50026e-15,4.73961e-18,-8.65607e-12,-8.65621e-12
349,46.8487,1.59272,4.45286e-15,4.73961e-18,-8.65627e-12,-8.6563e-12
349.1,46.8487,1.59272,4.40547e-15,4.73961e-18,-8.65622e-12,-8.65608e-12
349.2,46.8487,1.59272,4.35807e-15,4.73961e-18,-8.65607e-12,-8.65621e-12
349.3,46.8487,1.59272,4.31067e-15,4.73961e-18,-8.65616e-12,-8.65621e-12
349.4,46.8487,1.59272,4.26328e-15,4.73961e-18,-8.65627e-12,-8.65627e-12
349.5,46.8487,1.59272,4.21588e-15,4.73961e-18,-8.65607e-12,-8.65621e-12
349.6,46.8487,1.59272,4.16849e-15,4.73961e-18,-8.65625e-12,-8.65608e-12
349.7,46.8487,1.59272,4.12109e-15,4.73961e-18,-8.65607e-12,-8.65621e-12
349.8,46.8487,1.59272,4.07369e-15,4.73961e-18,-8.65627e-12,-8.6563e-12
349.9,46.8487,1.59272,4.04052e-15,2.3698e-18,-8.65631e-12,-8.65608e-12
350,46.8487,1.59272,4.01682e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
350.1,46.8487,1.59272,3.99312e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
350.2,46.8487,1.59272,3.96942e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
350.3,46.8487,1.59272,3.94572e-15,2.3698e-18,-8.65633e-12,-8.6563e-12
350.4,46.8487,1.59272,3.92203e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
350.5,46.8487,1.59272,3.89833e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
350.6,46.8487,1.59272,3.87463e-15,2.3698e-18,-8.65629e-12,-8.65608e-12
350.7,46.8487,1.59272,3.85093e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
350.8,46.8487,1.59272,3.82723e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
350.9,46.8487,1.59272,3.80354e-15,2.3698e-18,-8.65631e-12,-8.65625e-12
351,46.8487,1.59272,3.77984e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
351.1,46.8487,1.59272,3.75614e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
351.2,46.8487,1.59272,3.73244e-15,2.3698e-18,-8.65633e-12,-8.65613e-12
351.3,46.8487,1.59272,3.70874e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
351.4,46.8487,1.59272,3.68505e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
351.5,46.8487,1.59272,3.66135e-15,2.3698e-18,-8.65634e-12,-8.65624e-12
351.6,46.8487,1.59272,3.63765e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
351.7,46.8487,1.59272,3.61395e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
351.8,46.8487,1.59272,3.59025e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
351.9,46.8487,1.59272,3.56656e-15,2.3698e-18,-8.65633e-12,-8.65613e-12
352,46.8487,1.59272,3.54286e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
352.1,46.8487,1.59272,3.51916e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
352.2,46.8487,1.59272,3.49546e-15,2.3698e-18,-8.65634e-12,-8.65624e-12
352.3,46.8487,1.59272,3.47176e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
352.4,46.8487,1.59272,3.44807e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
352.5,46.8487,1.59272,3.42437e-15,2.3698e-18,-8.65626e-12,-8.65609e-12
352.6,46.8487,1.59272,3.40067e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
352.7,46.8487,1.59272,3.37697e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
352.8,46.8487,1.59272,3.35327e-15,2.3698e-18,-8.65623e-12,-8.65624e-12
352.9,46.8487,1.59272,3.32958e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
353,46.8487,1.59272,3.30588e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
353.1,46.8487,1.59272,3.28218e-15,2.3698e-18,-8.65634e-12,-8.65624e-12
353.2,46.8487,1.59272,3.25848e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
353.3,46.8487,1.59272,3.23478e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
353.4,46.8487,1.59272,3.21109e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
353.5,46.8487,1.59272,3.18739e-15,2.3698e-18,-8.65634e-12,-8.65613e-12
353.6,46.8487,1.59272,3.16369e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
353.7,46.8487,1.59272,3.13999e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
353.8,46.8487,1.59272,3.11629e-15,2.3698e-18,-8.65634e-12,-8.65624e-12
353.9,46.8487,1.59272,3.09259e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
354,46.8487,1.59272,3.0689e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
354.1,46.8487,1.59272,3.0452e-15,2.3698e-18,-8.65633e-12,-8.65613e-12
354.2,46.8487,1.59272,3.0215e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
354.3,46.8487,1.59272,2.9978e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
354.4,46.8487,1.59272,2.9741e-15,2.3698e-18,-8.65631e-12,-8.65625e-12
354.5,46.8487,1.59272,2.95041e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
354.6,46.8487,1.59272,2.92671e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
354.7,46.8487,1.59272,2.90301e-15,2.3698e-18,-8.65629e-12,-8.65608e-12
354.8,46.8487,1.59272,2.87931e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
354.9,46.8487,1.59272,2.85561e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
355,46.8487,1.59272,2.83192e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
355.1,46.8487,1.59272,2.80822e-15,2.3698e-18,-8.65634e-12,-8.6563e-12
355.2,46.8487,1.59272,2.78452e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
355.3,46.8487,1.59272,2.76082e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
355.4,46.8487,1.59272,2.73712e-15,2.3698e-18,-8.65633e-12,-8.65607e-12
355.5,46.8487,1.59272,2.71343e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
355.6,46.8487,1.59272,2.68973e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
355.7,46.8487,1.59272,2.66603e-15,2.3698e-18,-8.65634e-12,-8.65629e-12
355.8,46.8487,1.59272,2.64233e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
355.9,46.8487,1.59272,2.61863e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
356,46.8487,1.59272,2.59494e-15,2.3698e-18,-8.65631e-12,-8.65609e-12
356.1,46.8487,1.59272,2.57124e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
356.2,46.8487,1.59272,2.54754e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
356.3,46.8487,1.59272,2.52384e-15,2.3698e-18,-8.65633e-12,-8.65627e-12
356.4,46.8487,1.59272,2.50014e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
356.5,46.8487,1.59272,2.47645e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
356.6,46.8487,1.59272,2.45275e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
356.7,46.8487,1.59272,2.42905e-15,2.3698e-18,-8.65629e-12,-8.65611e-12
356.8,46.8487,1.59272,2.40535e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
356.9,46.8487,1.59272,2.39587e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
357,46.8487,1.59272,2.41957e-15,2.3698e-18,-8.65623e-12,-8.65618e-12
357.1,46.8487,1.59272,2.44327e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
357.2,46.8487,1.59272,2.46697e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
357.3,46.8487,1.59272,2.49066e-15,2.3698e-18,-8.65634e-12,-8.6563e-12
357.4,46.8487,1.59272,2.51436e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
357.5,46.8487,1.59272,2.53806e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
357.6,46.8487,1.59272,2.56176e-15,2.3698e-18,-8.65631e-12,-8.65609e-12
357.7,46.8487,1.59272,2.58546e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
357.8,46.8487,1.59272,2.60915e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
357.9,46.8487,1.59272,2.63285e-15,2.3698e-18,-8.65633e-12,-8.65627e-12
358,46.8487,1.59272,2.65655e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
358.1,46.8487,1.59272,2.68025e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
358.2,46.8487,1.59272,2.70395e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
358.3,46.8487,1.59272,2.72765e-15,2.3698e-18,-8.65634e-12,-8.6561e-12
358.4,46.8487,1.59272,2.75134e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
358.5,46.8487,1.59272,2.77504e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
358.6,46.8487,1.59272,2.79874e-15,2.3698e-18,-8.65629e-12,-8.65624e-12
358.7,46.8487,1.59272,2.82244e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
358.8,46.8487,1.59272,2.84614e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
358.9,46.8487,1.59272,2.86983e-15,2.3698e-18,-8.65634e-12,-8.65614e-12
359,46.8487,1.59272,2.89353e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
359.1,46.8487,1.59272,2.91723e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
359.2,46.8487,1.59272,2.94093e-15,2.3698e-18,-8.65631e-12,-8.65625e-12
359.3,46.8487,1.59272,2.96463e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
359.4,46.8487,1.59272,2.98832e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
359.5,46.8487,1.59272,3.01202e-15,2.3698e-18,-8.65633e-12,-8.65612e-12
359.6,46.8487,1.59272,3.03572e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
359.7,46.8487,1.59272,3.05942e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
359.8,46.8487,1.59272,3.08312e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
359.9,46.8487,1.59272,3.10681e-15,2.3698e-18,-8.65634e-12,-8.65625e-12
360,46.8487,1.59272,3.13051e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
360.1,46.8487,1.59272,3.15421e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
360.2,46.8487,1.59272,3.17791e-15,2.3698e-18,-8.65633e-12,-8.65611e-12
360.3,46.8487,1.59272,3.20161e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
360.4,46.8487,1.59272,3.2253e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
360.5,46.8487,1.59272,3.249e-15,2.3698e-18,-8.65634e-12,-8.65626e-12
360.6,46.8487,1.59272,3.2727e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
360.7,46.8487,1.59272,3.2964e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
360.8,46.8487,1.59272,3.3201e-15,2.3698e-18,-8.65626e-12,-8.6561e-12
360.9,46.8487,1.59272,3.34379e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
361,46.8487,1.59272,3.36749e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
361.1,46.8487,1.59272,3.39119e-15,2.3698e-18,-8.65623e-12,-8.65622e-12
361.2,46.8487,1.59272,3.41489e-15,2.3698e-18,-8.65614e-12,-8.65621e-12
361.3,46.8487,1.59272,3.42437e-15,0,-8.65618e-12,-8.65621e-12
361.4,46.8487,1.59272,3.42437e-15,0,-8.65621e-12,-8.65621e-12
361.5,46.8487,1.59272,3.42437e-15,0,-8.65621e-12,-8.65621e-12
361.6,46.8487,1.59272,3.42437e-15,0,-8.65621e-12,-8.65621e-12
361.7,46.8487,1.59272,3.42437e-15,0,-8.65621e-12,-8.65621e-12
361.8,46.8487,1.59272,3.42437e-15,0,-8.65621e-12,-8.65621e-12
361.9,46.8487,1.59272,3.42437e-15,0,-8.65621e-12,-8.65621e-12
362,46.8487,1.59272,3.42437e-15,0,-8.65621e-12,-8.65621e-12
362.1,46.8487,1.59272,3.42437e-15,0,-8.65621e-12,-8.65621e-12
362.2,46.8487,1.59272,3.42437e-15,0,-8.65621e-12,-8.65621e-12
362.3,46.8487,1.59272,3.42437e-15,0,-8.65621e-12,-8.65621e-12
362.4,46.8487,1.59272,3.42437e-15,0,-8.65621e-12,-8.65621e-12
362.5,46.8487,1.59272,3.42437e-15,0,-8.65621e-12,-8.65621e-12
362.6,46.8487,1.59272,3.42437e-15,0,-8.65621e-12,-8.65621e-12
362.7,46.8487,1.59272,3.42437e-15,0,-8.65621e-12,-8.65621e-12
362.8,46.8487,1.59272,3.42437e-15,0,-8.65621e-12,-8.65621e-12
362.9,46.8487,1.59272,3.42437e-15,0,-8.65621e-12,-8.65621e-12
363,46.8487,1.59272,3.42437e-15,0,-8.65621e-12,-8.65621e-12
363.1,46.8487,1.59272,3.42437e-15,0,-8.65621e-12,-8.65621e-12
363.2,46.8487,1.59272,3.42437e-15,0,-8.65621e-12,-8.65621e-12
363.3,46.8487,1.59272,3.42437e-15,0,-8.65621e-12,-8.65621e-12
363.4,46.8487,1.59272,3.42437e-15,0,-8.65621e-12,-8.65621e-12
363.5,46.8487,1.59272,3.42437e-15,0,-8.65621e-12,-8.65621e-12
363.6,46.8487,1.59272,3.42437e-15,0,-8.65621e-12,-8.65621e-12
363.7,46.8487,1.59272,3.42437e-15,0,-8.65621e-12,-8.65621e-12
363.8,46.8487,1.59272,3.42437e-15,0,-8.65621e-12,-8.65621e-12
363.9,46.8487,1.59272,3.42437e-15,0,-8.65621e-12,-8.65621e-12
364,46.8487,1.59272,3.42437e-15,0,-8.65621e-12,-8.65621e-12
364.1,46.8487,1.59272,3.42437e-15,0,-8.65621e-12,-8.65621e-12
364.2,46.8487,1.59272,3.42437e-15,0,-8.65621e-12,-8.65621e-12
364.3,46.8487,1.59272,3.42437e-15,0,-8.65621e-12,-8.65621e-12
364.4,46.8487,1.59272,3.42437e-15,0,-8.65621e-12,-8.65621e-12
364.5,46.8487,1.59272,3.42437e-15,0,-8.65621e-12,-8.65621e-12
364.6,46.8487,1.59272,3.42437e-15,0,-8.65621e-12,-8.65621e-12
364.7,46.8487,1.59272,3.42437e-15,0,-8.65621e-12,-8.65621e-12
364.8,46.8487,1.59272,3.42437e-15,0,-8.65621e-12,-8.65621e-12
